Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Roll,Pitch,Yaw
4.123999999999768,0.0,0.0,0.9979826485505381,0.0,0.0,-0.0019380180867700362,0.0,-0.0,0.0
4.125999999999768,0.0,0.0,0.9979787725143645,0.0,0.0,-0.001910134425478301,0.0,-0.0,0.0
4.127999999999767,0.0,0.0,0.9979749522455136,0.0,0.0,-0.0018823777254217229,0.0,-0.0,0.0
4.129999999999767,0.0,0.0,0.9979711874900627,0.0,0.0,-0.0018547477262227333,0.0,-0.0,0.0
4.131999999999767,0.0,0.0,0.9979674779946103,0.0,0.0,-0.001827244166874632,0.0,-0.0,0.0
4.133999999999767,0.0,0.0,0.9979638235062765,0.0,0.0,-0.0017998667857495152,0.0,-0.0,0.0
4.1359999999997665,0.0,0.0,0.9979602237727051,0.0,0.0,-0.0017726153206061817,0.0,-0.0,0.0
4.137999999999766,0.0,0.0,0.9979566785420639,0.0,0.0,-0.0017454895085979986,0.0,-0.0,0.0
4.139999999999766,0.0,0.0,0.9979531875630467,0.0,0.0,-0.0017184890862807266,0.0,-0.0,0.0
4.141999999999766,0.0,0.0,0.9979497505848742,0.0,0.0,-0.0016916137896203056,0.0,-0.0,0.0
4.143999999999766,0.0,0.0,0.997946367357295,0.0,0.0,-0.0016648633540006339,0.0,-0.0,0.0
4.145999999999765,0.0,0.0,0.997943037630587,0.0,0.0,-0.001638237514231282,0.0,-0.0,0.0
4.147999999999765,0.0,0.0,0.9979397611555585,0.0,0.0,-0.0016117360045551908,0.0,-0.0,0.0
4.149999999999765,0.0,0.0,0.9979365376835494,0.0,0.0,-0.0015853585586563172,0.0,-0.0,0.0
4.151999999999765,0.0,0.0,0.9979333669664321,0.0,0.0,-0.0015591049096672692,0.0,-0.0,0.0
4.1539999999997645,0.0,0.0,0.9979302487566127,0.0,0.0,-0.0015329747901768906,0.0,-0.0,0.0
4.155999999999764,0.0,0.0,0.9979271828070324,0.0,0.0,-0.0015069679322378031,0.0,-0.0,0.0
4.157999999999764,0.0,0.0,0.997924168871168,0.0,0.0,-0.001481084067373953,0.0,-0.0,0.0
4.159999999999764,0.0,0.0,0.9979212067030332,0.0,0.0,-0.0014553229265880712,0.0,-0.0,0.0
4.161999999999764,0.0,0.0,0.99791829605718,0.0,0.0,-0.0014296842403691418,0.0,-0.0,0.0
4.1639999999997634,0.0,0.0,0.9979154366886992,0.0,0.0,-0.0014041677386998155,0.0,-0.0,0.0
4.165999999999763,0.0,0.0,0.9979126283532218,0.0,0.0,-0.0013787731510637971,0.0,-0.0,0.0
4.167999999999763,0.0,0.0,0.9979098708069197,0.0,0.0,-0.001353500206453184,0.0,-0.0,0.0
4.169999999999763,0.0,0.0,0.9979071638065068,0.0,0.0,-0.0013283486333758037,0.0,-0.0,0.0
4.171999999999763,0.0,0.0,0.9979045071092401,0.0,0.0,-0.0013033181598624817,0.0,-0.0,0.0
4.173999999999762,0.0,0.0,0.9979019004729204,0.0,0.0,-0.0012784085134743004,0.0,-0.0,0.0
4.175999999999762,0.0,0.0,0.9978993436558934,0.0,0.0,-0.0012536194213098144,0.0,-0.0,0.0
4.177999999999762,0.0,0.0,0.9978968364170507,0.0,0.0,-0.0012289506100122162,0.0,-0.0,0.0
4.179999999999762,0.0,0.0,0.9978943785158307,0.0,0.0,-0.00120440180577652,0.0,-0.0,0.0
4.1819999999997615,0.0,0.0,0.9978919697122192,0.0,0.0,-0.001179972734356646,0.0,-0.0,0.0
4.183999999999761,0.0,0.0,0.9978896097667505,0.0,0.0,-0.0011556631210725287,0.0,-0.0,0.0
4.185999999999761,0.0,0.0,0.9978872984405083,0.0,0.0,-0.0011314726908171445,0.0,-0.0,0.0
4.187999999999761,0.0,0.0,0.9978850354951266,0.0,0.0,-0.0011074011680635466,0.0,-0.0,0.0
4.189999999999761,0.0,0.0,0.9978828206927906,0.0,0.0,-0.001083448276871849,0.0,-0.0,0.0
4.19199999999976,0.0,0.0,0.9978806537962368,0.0,0.0,-0.0010596137408961648,0.0,-0.0,0.0
4.19399999999976,0.0,0.0,0.997878534568755,0.0,0.0,-0.0010358972833915384,0.0,-0.0,0.0
4.19599999999976,0.0,0.0,0.9978764627741882,0.0,0.0,-0.0010122986272208226,0.0,-0.0,0.0
4.19799999999976,0.0,0.0,0.9978744381769338,0.0,0.0,-0.0009888174948615362,0.0,-0.0,0.0
